Subject,Gender,Year,Age,Cumulative,Candidates,Grades,Percent
Psychology,Male,2018,All ages,Cumulative percentages,14310,C and above,64.3
Psychology,Male,2018,All ages,Cumulative percentages,14310,D and above,85.4
Psychology,Male,2018,All ages,Cumulative percentages,14310,E and above,95.6
Psychology,Male,2018,All ages,Non-cumulative percentages,14310,A,8.8
Psychology,Male,2018,All ages,Non-cumulative percentages,14310,A*,2.2
Psychology,Male,2018,All ages,Non-cumulative percentages,14310,B,23.2
Psychology,Male,2018,All ages,Non-cumulative percentages,14310,C,30.1
Psychology,Male,2018,All ages,Non-cumulative percentages,14310,D,21.1
Psychology,Male,2018,All ages,Non-cumulative percentages,14310,E,10.1
Psychology,Male,2019,Aged 18,Cumulative percentages,14165,A and above,10.2
Psychology,Male,2019,Aged 18,Cumulative percentages,14165,A*,2.1
Psychology,Male,2019,Aged 18,Cumulative percentages,14165,B and above,31.7
Psychology,Male,2019,Aged 18,Cumulative percentages,14165,C and above,61.4
Psychology,Male,2019,Aged 18,Cumulative percentages,14165,D and above,83.9
Psychology,Male,2019,Aged 18,Cumulative percentages,14165,E and above,95.7
Psychology,Male,2019,Aged 18,Non-cumulative percentages,14165,A,8.1
Psychology,Male,2019,Aged 18,Non-cumulative percentages,14165,A*,2.1
Psychology,Male,2019,Aged 18,Non-cumulative percentages,14165,B,21.5
Psychology,Male,2019,Aged 18,Non-cumulative percentages,14165,C,29.7
Psychology,Male,2019,Aged 18,Non-cumulative percentages,14165,D,22.5
Psychology,Male,2019,Aged 18,Non-cumulative percentages,14165,E,11.8
Psychology,Male,2019,All ages,Cumulative percentages,15945,A and above,10
Psychology,Male,2019,All ages,Cumulative percentages,15945,A*,2
Psychology,Male,2019,All ages,Cumulative percentages,15945,B and above,31.3
Psychology,Male,2019,All ages,Cumulative percentages,15945,C and above,60.7
Psychology,Male,2019,All ages,Cumulative percentages,15945,D and above,83.3
Psychology,Male,2019,All ages,Cumulative percentages,15945,E and above,95.4
Psychology,Male,2019,All ages,Non-cumulative percentages,15945,A,8
Psychology,Male,2019,All ages,Non-cumulative percentages,15945,A*,2
Psychology,Male,2019,All ages,Non-cumulative percentages,15945,B,21.3
Psychology,Male,2019,All ages,Non-cumulative percentages,15945,C,29.4
Psychology,Male,2019,All ages,Non-cumulative percentages,15945,D,22.6
Psychology,Male,2019,All ages,Non-cumulative percentages,15945,E,12.1
Psychology,Male,2020,Aged 18,Cumulative percentages,14825,A and above,18.9
Psychology,Male,2020,Aged 18,Cumulative percentages,14825,A*,4.9
Psychology,Male,2020,Aged 18,Cumulative percentages,14825,B and above,44.3
Psychology,Male,2020,Aged 18,Cumulative percentages,14825,C and above,75.2
Psychology,Male,2020,Aged 18,Cumulative percentages,14825,D and above,93.4
Psychology,Male,2020,Aged 18,Cumulative percentages,14825,E and above,99.5
Psychology,Male,2020,Aged 18,Non-cumulative percentages,14825,A,14
Psychology,Male,2020,Aged 18,Non-cumulative percentages,14825,A*,4.9
Psychology,Male,2020,Aged 18,Non-cumulative percentages,14825,B,25.4
Psychology,Male,2020,Aged 18,Non-cumulative percentages,14825,C,30.9
Psychology,Male,2020,Aged 18,Non-cumulative percentages,14825,D,18.1
Psychology,Male,2020,Aged 18,Non-cumulative percentages,14825,E,6.2
Psychology,Male,2020,All ages,Cumulative percentages,16210,A and above,18.9
Psychology,Male,2020,All ages,Cumulative percentages,16210,A*,4.8
Psychology,Male,2020,All ages,Cumulative percentages,16210,B and above,43.9
Psychology,Male,2020,All ages,Cumulative percentages,16210,C and above,75
Psychology,Male,2020,All ages,Cumulative percentages,16210,D and above,93.1
Psychology,Male,2020,All ages,Cumulative percentages,16210,E and above,99.5
Psychology,Male,2020,All ages,Non-cumulative percentages,16210,A,14
Psychology,Male,2020,All ages,Non-cumulative percentages,16210,A*,4.8
Psychology,Male,2020,All ages,Non-cumulative percentages,16210,B,25.1
Psychology,Male,2020,All ages,Non-cumulative percentages,16210,C,31.1
Psychology,Male,2020,All ages,Non-cumulative percentages,16210,D,18.1
Psychology,Male,2020,All ages,Non-cumulative percentages,16210,E,6.4
Psychology,Male,2021,Aged 18,Cumulative percentages,16640,A and above,24.9
Psychology,Male,2021,Aged 18,Cumulative percentages,16640,A*,7.9
Psychology,Male,2021,Aged 18,Cumulative percentages,16640,B and above,51.1
Psychology,Male,2021,Aged 18,Cumulative percentages,16640,C and above,77.3
Psychology,Male,2021,Aged 18,Cumulative percentages,16640,D and above,92
Psychology,Male,2021,Aged 18,Cumulative percentages,16640,E and above,98.9
Psychology,Male,2021,Aged 18,Non-cumulative percentages,16640,A,17
Psychology,Male,2021,Aged 18,Non-cumulative percentages,16640,A*,7.9
Psychology,Male,2021,Aged 18,Non-cumulative percentages,16640,B,26.2
Psychology,Male,2021,Aged 18,Non-cumulative percentages,16640,C,26.2
Psychology,Male,2021,Aged 18,Non-cumulative percentages,16640,D,14.7
Psychology,Male,2021,Aged 18,Non-cumulative percentages,16640,E,6.9
Psychology,Male,2021,All ages,Cumulative percentages,17970,A and above,25
Psychology,Male,2021,All ages,Cumulative percentages,17970,A*,8
Psychology,Male,2021,All ages,Cumulative percentages,17970,B and above,51.1
Psychology,Male,2021,All ages,Cumulative percentages,17970,C and above,77.2
Psychology,Male,2021,All ages,Cumulative percentages,17970,D and above,91.9
Psychology,Male,2021,All ages,Cumulative percentages,17970,E and above,98.8
Psychology,Male,2021,All ages,Non-cumulative percentages,17970,A,17.1
Psychology,Male,2021,All ages,Non-cumulative percentages,17970,A*,8
Psychology,Male,2021,All ages,Non-cumulative percentages,17970,B,26
Psychology,Male,2021,All ages,Non-cumulative percentages,17970,C,26.2
Psychology,Male,2021,All ages,Non-cumulative percentages,17970,D,14.6
Psychology,Male,2021,All ages,Non-cumulative percentages,17970,E,6.9
Religious studies,All,2008,All ages,Cumulative percentages,16970,A and above,26.5
Religious studies,All,2008,All ages,Cumulative percentages,16970,B and above,55.7
Religious studies,All,2008,All ages,Cumulative percentages,16970,C and above,80.4
Religious studies,All,2008,All ages,Cumulative percentages,16970,D and above,93.8
Religious studies,All,2008,All ages,Cumulative percentages,16970,E and above,98.6
Religious studies,All,2008,All ages,Non-cumulative percentages,16970,A,26.5
Religious studies,All,2008,All ages,Non-cumulative percentages,16970,B,29.2
Religious studies,All,2008,All ages,Non-cumulative percentages,16970,C,24.7
Religious studies,All,2008,All ages,Non-cumulative percentages,16970,D,13.4
Religious studies,All,2008,All ages,Non-cumulative percentages,16970,E,4.8
Religious studies,All,2009,All ages,Cumulative percentages,17675,A and above,26.3
Religious studies,All,2009,All ages,Cumulative percentages,17675,B and above,56.5
Religious studies,All,2009,All ages,Cumulative percentages,17675,C and above,80.1
Religious studies,All,2009,All ages,Cumulative percentages,17675,D and above,93.6
Religious studies,All,2009,All ages,Cumulative percentages,17675,E and above,98.5
Religious studies,All,2009,All ages,Non-cumulative percentages,17675,A,26.3
Religious studies,All,2009,All ages,Non-cumulative percentages,17675,B,30.2
Religious studies,All,2009,All ages,Non-cumulative percentages,17675,C,23.6
Religious studies,All,2009,All ages,Non-cumulative percentages,17675,D,13.5
Religious studies,All,2009,All ages,Non-cumulative percentages,17675,E,4.9
Religious studies,All,2010,All ages,Cumulative percentages,17710,A and above,27.2
Religious studies,All,2010,All ages,Cumulative percentages,17710,A*,6.3
Religious studies,All,2010,All ages,Cumulative percentages,17710,B and above,54.6
Religious studies,All,2010,All ages,Cumulative percentages,17710,C and above,78.2
Religious studies,All,2010,All ages,Cumulative percentages,17710,D and above,92.1
Religious studies,All,2010,All ages,Cumulative percentages,17710,E and above,98.3
Religious studies,All,2010,All ages,Non-cumulative percentages,17710,A,20.9
Religious studies,All,2010,All ages,Non-cumulative percentages,17710,A*,6.3
Religious studies,All,2010,All ages,Non-cumulative percentages,17710,B,27.4
Religious studies,All,2010,All ages,Non-cumulative percentages,17710,C,23.6
Religious studies,All,2010,All ages,Non-cumulative percentages,17710,D,13.9
Religious studies,All,2010,All ages,Non-cumulative percentages,17710,E,6.2
Religious studies,All,2011,All ages,Cumulative percentages,18465,A and above,27.4
Religious studies,All,2011,All ages,Cumulative percentages,18465,A*,5.8
Religious studies,All,2011,All ages,Cumulative percentages,18465,B and above,56.9
Religious studies,All,2011,All ages,Cumulative percentages,18465,C and above,80.4
Religious studies,All,2011,All ages,Cumulative percentages,18465,D and above,93.4
Religious studies,All,2011,All ages,Cumulative percentages,18465,E and above,98.5
Religious studies,All,2011,All ages,Non-cumulative percentages,18465,A,21.6
Religious studies,All,2011,All ages,Non-cumulative percentages,18465,A*,5.8
Religious studies,All,2011,All ages,Non-cumulative percentages,18465,B,29.5
Religious studies,All,2011,All ages,Non-cumulative percentages,18465,C,23.5
Religious studies,All,2011,All ages,Non-cumulative percentages,18465,D,13
Religious studies,All,2011,All ages,Non-cumulative percentages,18465,E,5.1
Religious studies,All,2012,All ages,Cumulative percentages,18950,A and above,25.5
Religious studies,All,2012,All ages,Cumulative percentages,18950,A*,5.5
Religious studies,All,2012,All ages,Cumulative percentages,18950,B and above,54.8
Religious studies,All,2012,All ages,Cumulative percentages,18950,C and above,79.3
Religious studies,All,2012,All ages,Cumulative percentages,18950,D and above,93.1
Religious studies,All,2012,All ages,Cumulative percentages,18950,E and above,98.6
Religious studies,All,2012,All ages,Non-cumulative percentages,18950,A,20
Religious studies,All,2012,All ages,Non-cumulative percentages,18950,A*,5.5
Religious studies,All,2012,All ages,Non-cumulative percentages,18950,B,29.3
Religious studies,All,2012,All ages,Non-cumulative percentages,18950,C,24.5
Religious studies,All,2012,All ages,Non-cumulative percentages,18950,D,13.8
Religious studies,All,2012,All ages,Non-cumulative percentages,18950,E,5.5
Religious studies,All,2013,All ages,Cumulative percentages,19175,A and above,25.8
Religious studies,All,2013,All ages,Cumulative percentages,19175,A*,5.4
Religious studies,All,2013,All ages,Cumulative percentages,19175,B and above,54.7
Religious studies,All,2013,All ages,Cumulative percentages,19175,C and above,79.5
Religious studies,All,2013,All ages,Cumulative percentages,19175,D and above,93.7
Religious studies,All,2013,All ages,Cumulative percentages,19175,E and above,98.8
Religious studies,All,2013,All ages,Non-cumulative percentages,19175,A,20.4
Religious studies,All,2013,All ages,Non-cumulative percentages,19175,A*,5.4
Religious studies,All,2013,All ages,Non-cumulative percentages,19175,B,28.9
Religious studies,All,2013,All ages,Non-cumulative percentages,19175,C,24.8
Religious studies,All,2013,All ages,Non-cumulative percentages,19175,D,14.2
Religious studies,All,2013,All ages,Non-cumulative percentages,19175,E,5.1
Religious studies,All,2014,All ages,Cumulative percentages,20195,A and above,25.1
Religious studies,All,2014,All ages,Cumulative percentages,20195,A*,6.8
Religious studies,All,2014,All ages,Cumulative percentages,20195,B and above,53.4
Religious studies,All,2014,All ages,Cumulative percentages,20195,C and above,78.7
Religious studies,All,2014,All ages,Cumulative percentages,20195,D and above,93
Religious studies,All,2014,All ages,Cumulative percentages,20195,E and above,98.5
Religious studies,All,2014,All ages,Non-cumulative percentages,20195,A,18.3
Religious studies,All,2014,All ages,Non-cumulative percentages,20195,A*,6.8
Religious studies,All,2014,All ages,Non-cumulative percentages,20195,B,28.3
Religious studies,All,2014,All ages,Non-cumulative percentages,20195,C,25.3
Religious studies,All,2014,All ages,Non-cumulative percentages,20195,D,14.3
Religious studies,All,2014,All ages,Non-cumulative percentages,20195,E,5.5
Religious studies,All,2015,All ages,Cumulative percentages,21575,A and above,23.9
Religious studies,All,2015,All ages,Cumulative percentages,21575,A*,5.3
Religious studies,All,2015,All ages,Cumulative percentages,21575,B and above,53.9
Religious studies,All,2015,All ages,Cumulative percentages,21575,C and above,79.4
Religious studies,All,2015,All ages,Cumulative percentages,21575,D and above,93.4
Religious studies,All,2015,All ages,Cumulative percentages,21575,E and above,98.6
Religious studies,All,2015,All ages,Non-cumulative percentages,21575,A,18.6
Religious studies,All,2015,All ages,Non-cumulative percentages,21575,A*,5.3
Religious studies,All,2015,All ages,Non-cumulative percentages,21575,B,30
Religious studies,All,2015,All ages,Non-cumulative percentages,21575,C,25.5
Religious studies,All,2015,All ages,Non-cumulative percentages,21575,D,14
Religious studies,All,2015,All ages,Non-cumulative percentages,21575,E,5.2
Religious studies,All,2016,All ages,Cumulative percentages,23075,A and above,23.7
Religious studies,All,2016,All ages,Cumulative percentages,23075,A*,5.5
Religious studies,All,2016,All ages,Cumulative percentages,23075,B and above,54.2
Religious studies,All,2016,All ages,Cumulative percentages,23075,C and above,79.8
Religious studies,All,2016,All ages,Cumulative percentages,23075,D and above,93.5
Religious studies,All,2016,All ages,Cumulative percentages,23075,E and above,98.4
Religious studies,All,2016,All ages,Non-cumulative percentages,23075,A,18.2
Religious studies,All,2016,All ages,Non-cumulative percentages,23075,A*,5.5
Religious studies,All,2016,All ages,Non-cumulative percentages,23075,B,30.5
Religious studies,All,2016,All ages,Non-cumulative percentages,23075,C,25.6
Religious studies,All,2016,All ages,Non-cumulative percentages,23075,D,13.7
Religious studies,All,2016,All ages,Non-cumulative percentages,23075,E,4.9
Religious studies,All,2017,Aged 18,Cumulative percentages,19705,A and above,24.3
Religious studies,All,2017,Aged 18,Cumulative percentages,19705,A*,5.6
Religious studies,All,2017,Aged 18,Cumulative percentages,19705,B and above,55.2
Religious studies,All,2017,Aged 18,Cumulative percentages,19705,C and above,80.9
Religious studies,All,2017,Aged 18,Cumulative percentages,19705,D and above,93.7
Religious studies,All,2017,Aged 18,Cumulative percentages,19705,E and above,98.4
Religious studies,All,2017,Aged 18,Non-cumulative percentages,19705,A,18.7
Religious studies,All,2017,Aged 18,Non-cumulative percentages,19705,A*,5.6
Religious studies,All,2017,Aged 18,Non-cumulative percentages,19705,B,30.9
Religious studies,All,2017,Aged 18,Non-cumulative percentages,19705,C,25.7
Religious studies,All,2017,Aged 18,Non-cumulative percentages,19705,D,12.9
Religious studies,All,2017,Aged 18,Non-cumulative percentages,19705,E,4.7
Religious studies,All,2017,All ages,Cumulative percentages,22120,A and above,23.7
Religious studies,All,2017,All ages,Cumulative percentages,22120,A*,5.4
Religious studies,All,2017,All ages,Cumulative percentages,22120,B and above,54.5
Religious studies,All,2017,All ages,Cumulative percentages,22120,C and above,80.4
Religious studies,All,2017,All ages,Cumulative percentages,22120,D and above,93.5
Religious studies,All,2017,All ages,Cumulative percentages,22120,E and above,98.3
Religious studies,All,2017,All ages,Non-cumulative percentages,22120,A,18.3
Religious studies,All,2017,All ages,Non-cumulative percentages,22120,A*,5.4
Religious studies,All,2017,All ages,Non-cumulative percentages,22120,B,30.8
Religious studies,All,2017,All ages,Non-cumulative percentages,22120,C,25.9
Religious studies,All,2017,All ages,Non-cumulative percentages,22120,D,13.1
Religious studies,All,2017,All ages,Non-cumulative percentages,22120,E,4.8
Religious studies,All,2018,Aged 18,Cumulative percentages,15370,A and above,23
Religious studies,All,2018,Aged 18,Cumulative percentages,15370,A*,4.6
Religious studies,All,2018,Aged 18,Cumulative percentages,15370,B and above,52.5
Religious studies,All,2018,Aged 18,Cumulative percentages,15370,C and above,78.4
Religious studies,All,2018,Aged 18,Cumulative percentages,15370,D and above,92.7
Religious studies,All,2018,Aged 18,Cumulative percentages,15370,E and above,98.4
Religious studies,All,2018,Aged 18,Non-cumulative percentages,15370,A,18.5
Religious studies,All,2018,Aged 18,Non-cumulative percentages,15370,A*,4.6
Religious studies,All,2018,Aged 18,Non-cumulative percentages,15370,B,29.5
Religious studies,All,2018,Aged 18,Non-cumulative percentages,15370,C,25.9
Religious studies,All,2018,Aged 18,Non-cumulative percentages,15370,D,14.3
Religious studies,All,2018,Aged 18,Non-cumulative percentages,15370,E,5.7
Religious studies,All,2018,All ages,Cumulative percentages,17025,A and above,22.5
Religious studies,All,2018,All ages,Cumulative percentages,17025,A*,4.5
Religious studies,All,2018,All ages,Cumulative percentages,17025,B and above,51.8
Religious studies,All,2018,All ages,Cumulative percentages,17025,C and above,77.8
Religious studies,All,2018,All ages,Cumulative percentages,17025,D and above,92.3
Religious studies,All,2018,All ages,Cumulative percentages,17025,E and above,98.1
Religious studies,All,2018,All ages,Non-cumulative percentages,17025,A,18
Religious studies,All,2018,All ages,Non-cumulative percentages,17025,A*,4.5
Religious studies,All,2018,All ages,Non-cumulative percentages,17025,B,29.3
Religious studies,All,2018,All ages,Non-cumulative percentages,17025,C,26
Religious studies,All,2018,All ages,Non-cumulative percentages,17025,D,14.5
Religious studies,All,2018,All ages,Non-cumulative percentages,17025,E,5.8
Religious studies,All,2019,Aged 18,Cumulative percentages,14900,A and above,22.1
Religious studies,All,2019,Aged 18,Cumulative percentages,14900,A*,4.4
Religious studies,All,2019,Aged 18,Cumulative percentages,14900,B and above,50.6
Religious studies,All,2019,Aged 18,Cumulative percentages,14900,C and above,76.6
Religious studies,All,2019,Aged 18,Cumulative percentages,14900,D and above,92.3
Religious studies,All,2019,Aged 18,Cumulative percentages,14900,E and above,98.3
Religious studies,All,2019,Aged 18,Non-cumulative percentages,14900,A,17.6
Religious studies,All,2019,Aged 18,Non-cumulative percentages,14900,A*,4.4
Religious studies,All,2019,Aged 18,Non-cumulative percentages,14900,B,28.5
Religious studies,All,2019,Aged 18,Non-cumulative percentages,14900,C,26
Religious studies,All,2019,Aged 18,Non-cumulative percentages,14900,D,15.7
Religious studies,All,2019,Aged 18,Non-cumulative percentages,14900,E,6
Religious studies,All,2019,All ages,Cumulative percentages,16215,A and above,21.5
Religious studies,All,2019,All ages,Cumulative percentages,16215,A*,4.2
Religious studies,All,2019,All ages,Cumulative percentages,16215,B and above,49.8
Religious studies,All,2019,All ages,Cumulative percentages,16215,C and above,75.9
Religious studies,All,2019,All ages,Cumulative percentages,16215,D and above,91.8
Religious studies,All,2019,All ages,Cumulative percentages,16215,E and above,98.1
Religious studies,All,2019,All ages,Non-cumulative percentages,16215,A,17.2
Religious studies,All,2019,All ages,Non-cumulative percentages,16215,A*,4.2
Religious studies,All,2019,All ages,Non-cumulative percentages,16215,B,28.3
Religious studies,All,2019,All ages,Non-cumulative percentages,16215,C,26.1
Religious studies,All,2019,All ages,Non-cumulative percentages,16215,D,15.9
Religious studies,All,2019,All ages,Non-cumulative percentages,16215,E,6.3
Religious studies,All,2020,Aged 18,Cumulative percentages,13525,A and above,36.6
Religious studies,All,2020,Aged 18,Cumulative percentages,13525,A*,11.5
Religious studies,All,2020,Aged 18,Cumulative percentages,13525,B and above,66
Religious studies,All,2020,Aged 18,Cumulative percentages,13525,C and above,89.2
Religious studies,All,2020,Aged 18,Cumulative percentages,13525,D and above,97.6
Religious studies,All,2020,Aged 18,Cumulative percentages,13525,E and above,99.8
Religious studies,All,2020,Aged 18,Non-cumulative percentages,13525,A,25
Religious studies,All,2020,Aged 18,Non-cumulative percentages,13525,A*,11.5
Religious studies,All,2020,Aged 18,Non-cumulative percentages,13525,B,29.5
Religious studies,All,2020,Aged 18,Non-cumulative percentages,13525,C,23.2
Religious studies,All,2020,Aged 18,Non-cumulative percentages,13525,D,8.4
Religious studies,All,2020,Aged 18,Non-cumulative percentages,13525,E,2.2
Religious studies,All,2020,All ages,Cumulative percentages,14565,A and above,36.1
Religious studies,All,2020,All ages,Cumulative percentages,14565,A*,11.3
Religious studies,All,2020,All ages,Cumulative percentages,14565,B and above,65.3
Religious studies,All,2020,All ages,Cumulative percentages,14565,C and above,88.6
Religious studies,All,2020,All ages,Cumulative percentages,14565,D and above,97.4
Religious studies,All,2020,All ages,Cumulative percentages,14565,E and above,99.8
Religious studies,All,2020,All ages,Non-cumulative percentages,14565,A,24.8
Religious studies,All,2020,All ages,Non-cumulative percentages,14565,A*,11.3
Religious studies,All,2020,All ages,Non-cumulative percentages,14565,B,29.2
Religious studies,All,2020,All ages,Non-cumulative percentages,14565,C,23.3
Religious studies,All,2020,All ages,Non-cumulative percentages,14565,D,8.7
Religious studies,All,2020,All ages,Non-cumulative percentages,14565,E,2.4
Religious studies,All,2021,Aged 18,Cumulative percentages,14760,A and above,43.9
Religious studies,All,2021,Aged 18,Cumulative percentages,14760,A*,16.6
Religious studies,All,2021,Aged 18,Cumulative percentages,14760,B and above,72.8
Religious studies,All,2021,Aged 18,Cumulative percentages,14760,C and above,91.7
Religious studies,All,2021,Aged 18,Cumulative percentages,14760,D and above,97.7
Religious studies,All,2021,Aged 18,Cumulative percentages,14760,E and above,99.8
Religious studies,All,2021,Aged 18,Non-cumulative percentages,14760,A,27.3
Religious studies,All,2021,Aged 18,Non-cumulative percentages,14760,A*,16.6
Religious studies,All,2021,Aged 18,Non-cumulative percentages,14760,B,28.9
Religious studies,All,2021,Aged 18,Non-cumulative percentages,14760,C,18.9
Religious studies,All,2021,Aged 18,Non-cumulative percentages,14760,D,6
Religious studies,All,2021,Aged 18,Non-cumulative percentages,14760,E,2.1
Religious studies,All,2021,All ages,Cumulative percentages,15660,A and above,43.6
Religious studies,All,2021,All ages,Cumulative percentages,15660,A*,16.4
Religious studies,All,2021,All ages,Cumulative percentages,15660,B and above,72.3
Religious studies,All,2021,All ages,Cumulative percentages,15660,C and above,91.3
Religious studies,All,2021,All ages,Cumulative percentages,15660,D and above,97.5
Religious studies,All,2021,All ages,Cumulative percentages,15660,E and above,99.7
Religious studies,All,2021,All ages,Non-cumulative percentages,15660,A,27.2
Religious studies,All,2021,All ages,Non-cumulative percentages,15660,A*,16.4
Religious studies,All,2021,All ages,Non-cumulative percentages,15660,B,28.6
Religious studies,All,2021,All ages,Non-cumulative percentages,15660,C,19
Religious studies,All,2021,All ages,Non-cumulative percentages,15660,D,6.2
Religious studies,All,2021,All ages,Non-cumulative percentages,15660,E,2.2
Religious studies,Female,2008,All ages,Cumulative percentages,11185,A and above,27.3
Religious studies,Female,2008,All ages,Cumulative percentages,11185,B and above,56.9
Religious studies,Female,2008,All ages,Cumulative percentages,11185,C and above,81.3
Religious studies,Female,2008,All ages,Cumulative percentages,11185,D and above,94.1
Religious studies,Female,2008,All ages,Cumulative percentages,11185,E and above,98.7
Religious studies,Female,2008,All ages,Non-cumulative percentages,11185,A,27.3
Religious studies,Female,2008,All ages,Non-cumulative percentages,11185,B,29.6
Religious studies,Female,2008,All ages,Non-cumulative percentages,11185,C,24.4
Religious studies,Female,2008,All ages,Non-cumulative percentages,11185,D,12.8
Religious studies,Female,2008,All ages,Non-cumulative percentages,11185,E,4.6
Religious studies,Female,2009,All ages,Cumulative percentages,11720,A and above,26.8
Religious studies,Female,2009,All ages,Cumulative percentages,11720,B and above,57.9
Religious studies,Female,2009,All ages,Cumulative percentages,11720,C and above,81
Religious studies,Female,2009,All ages,Cumulative percentages,11720,D and above,94
Religious studies,Female,2009,All ages,Cumulative percentages,11720,E and above,98.5
Religious studies,Female,2009,All ages,Non-cumulative percentages,11720,A,26.8
Religious studies,Female,2009,All ages,Non-cumulative percentages,11720,B,31.1
Religious studies,Female,2009,All ages,Non-cumulative percentages,11720,C,23.1
Religious studies,Female,2009,All ages,Non-cumulative percentages,11720,D,13
Religious studies,Female,2009,All ages,Non-cumulative percentages,11720,E,4.5
Religious studies,Female,2010,All ages,Cumulative percentages,11845,A and above,28
Religious studies,Female,2010,All ages,Cumulative percentages,11845,A*,6.6
Religious studies,Female,2010,All ages,Cumulative percentages,11845,B and above,56.2
Religious studies,Female,2010,All ages,Cumulative percentages,11845,C and above,79.6
Religious studies,Female,2010,All ages,Cumulative percentages,11845,D and above,92.9
Religious studies,Female,2010,All ages,Cumulative percentages,11845,E and above,98.6
Religious studies,Female,2010,All ages,Non-cumulative percentages,11845,A,21.4
Religious studies,Female,2010,All ages,Non-cumulative percentages,11845,A*,6.6
Religious studies,Female,2010,All ages,Non-cumulative percentages,11845,B,28.2
Religious studies,Female,2010,All ages,Non-cumulative percentages,11845,C,23.4
Religious studies,Female,2010,All ages,Non-cumulative percentages,11845,D,13.3
Religious studies,Female,2010,All ages,Non-cumulative percentages,11845,E,5.7
Religious studies,Female,2011,All ages,Cumulative percentages,12435,A and above,28.1
Religious studies,Female,2011,All ages,Cumulative percentages,12435,A*,5.7
Religious studies,Female,2011,All ages,Cumulative percentages,12435,B and above,57.9
Religious studies,Female,2011,All ages,Cumulative percentages,12435,C and above,81.5
Religious studies,Female,2011,All ages,Cumulative percentages,12435,D and above,93.9
Religious studies,Female,2011,All ages,Cumulative percentages,12435,E and above,98.7
Religious studies,Female,2011,All ages,Non-cumulative percentages,12435,A,22.4
Religious studies,Female,2011,All ages,Non-cumulative percentages,12435,A*,5.7
Religious studies,Female,2011,All ages,Non-cumulative percentages,12435,B,29.8
Religious studies,Female,2011,All ages,Non-cumulative percentages,12435,C,23.6
Religious studies,Female,2011,All ages,Non-cumulative percentages,12435,D,12.4
Religious studies,Female,2011,All ages,Non-cumulative percentages,12435,E,4.8
Religious studies,Female,2012,All ages,Cumulative percentages,12790,A and above,26.4
Religious studies,Female,2012,All ages,Cumulative percentages,12790,A*,5.6
Religious studies,Female,2012,All ages,Cumulative percentages,12790,B and above,56
Religious studies,Female,2012,All ages,Cumulative percentages,12790,C and above,80.4
Religious studies,Female,2012,All ages,Cumulative percentages,12790,D and above,93.5
Religious studies,Female,2012,All ages,Cumulative percentages,12790,E and above,98.6
Religious studies,Female,2012,All ages,Non-cumulative percentages,12790,A,20.8
Religious studies,Female,2012,All ages,Non-cumulative percentages,12790,A*,5.6
Religious studies,Female,2012,All ages,Non-cumulative percentages,12790,B,29.6
Religious studies,Female,2012,All ages,Non-cumulative percentages,12790,C,24.4
Religious studies,Female,2012,All ages,Non-cumulative percentages,12790,D,13.1
Religious studies,Female,2012,All ages,Non-cumulative percentages,12790,E,5.1
Religious studies,Female,2013,All ages,Cumulative percentages,12945,A and above,26.3
Religious studies,Female,2013,All ages,Cumulative percentages,12945,A*,5.4
Religious studies,Female,2013,All ages,Cumulative percentages,12945,B and above,56.2
Religious studies,Female,2013,All ages,Cumulative percentages,12945,C and above,80.4
Religious studies,Female,2013,All ages,Cumulative percentages,12945,D and above,94.1
Religious studies,Female,2013,All ages,Cumulative percentages,12945,E and above,99
Religious studies,Female,2013,All ages,Non-cumulative percentages,12945,A,20.9
Religious studies,Female,2013,All ages,Non-cumulative percentages,12945,A*,5.4
Religious studies,Female,2013,All ages,Non-cumulative percentages,12945,B,29.9
Religious studies,Female,2013,All ages,Non-cumulative percentages,12945,C,24.2
Religious studies,Female,2013,All ages,Non-cumulative percentages,12945,D,13.7
Religious studies,Female,2013,All ages,Non-cumulative percentages,12945,E,4.9
Religious studies,Female,2014,All ages,Cumulative percentages,13925,A and above,25.6
Religious studies,Female,2014,All ages,Cumulative percentages,13925,A*,7.2
Religious studies,Female,2014,All ages,Cumulative percentages,13925,B and above,54.6
Religious studies,Female,2014,All ages,Cumulative percentages,13925,C and above,80.1
Religious studies,Female,2014,All ages,Cumulative percentages,13925,D and above,93.7
Religious studies,Female,2014,All ages,Cumulative percentages,13925,E and above,98.7
Religious studies,Female,2014,All ages,Non-cumulative percentages,13925,A,18.4
Religious studies,Female,2014,All ages,Non-cumulative percentages,13925,A*,7.2
Religious studies,Female,2014,All ages,Non-cumulative percentages,13925,B,29
Religious studies,Female,2014,All ages,Non-cumulative percentages,13925,C,25.5
Religious studies,Female,2014,All ages,Non-cumulative percentages,13925,D,13.6
Religious studies,Female,2014,All ages,Non-cumulative percentages,13925,E,5
Religious studies,Female,2015,All ages,Cumulative percentages,14820,A and above,24.4
Religious studies,Female,2015,All ages,Cumulative percentages,14820,A*,5.2
Religious studies,Female,2015,All ages,Cumulative percentages,14820,B and above,55.3
Religious studies,Female,2015,All ages,Cumulative percentages,14820,C and above,80.7
Religious studies,Female,2015,All ages,Cumulative percentages,14820,D and above,94.2
Religious studies,Female,2015,All ages,Cumulative percentages,14820,E and above,98.9
Religious studies,Female,2015,All ages,Non-cumulative percentages,14820,A,19.2
Religious studies,Female,2015,All ages,Non-cumulative percentages,14820,A*,5.2
