Entity,Year,CO2 concentrations,CH4 concentrations,N2O concentrations,February,September,Mass U.S. glaciers,CSIRO,IAP,MRIJMA,NOAA,Snow cover,Sea surface temp,Sea surface temp (lower-bound),Sea surface temp (upper-bound),IAP,NOAA,MRIJMA,Arctic sea ice
World,-659267,191.59170346951,,,,,,,,,,,,,,,,,
World,-659169,193.970030456873,,,,,,,,,,,,,,,,,
World,-658515,188.434274473801,,,,,,,,,,,,,,,,,
World,-657463,185.683785776179,,,,,,,,,,,,,,,,,
World,-657345,187.38008067326,,,,,,,,,,,,,,,,,
World,-656815,184.098136363561,,,,,,,,,,,,,,,,,
World,-655773,190.876940553214,,,,,,,,,,,,,,,,,
World,-655705,189.233408817378,,,,,,,,,,,,,,,,,
World,-655232,192.934121246743,,,,,,,,,,,,,,,,,
World,-654184,200.352424549335,,,,,,,,,,,,,,,,,
World,-653575,199.99595342018,,,,,,,,,,,,,,,,,
World,-652490,194.816029299066,,,,,,,,,,,,,,,,,
World,-651781,192.869177432954,,,,,,,,,,,,,,,,,
World,-650760,186.793768304044,,,,,,,,,,,,,,,,,
World,-650155,187.27489405587,,,,,,,,,,,,,,,,,
World,-648998,193.443154620702,,,,,,,,,,,,,,,,,
World,-648399,189.250179943297,,,,,,,,,,,,,,,,,
World,-647242,196.171494104952,,,,,,,,,,,,,,,,,
World,-646663,193.47659870781,,,,,,,,,,,,,,,,,
World,-645306,191.848060962865,,,,,,,,,,,,,,,,,
World,-644428,189.885480968256,,,,,,,,,,,,,,,,,
World,-643202,195.820427443285,,,,,,,,,,,,,,,,,
World,-642352,195.306129812724,,,,,,,,,,,,,,,,,
World,-640908,191.560571799101,,,,,,,,,,,,,,,,,
World,-640126,191.384256953465,,,,,,,,,,,,,,,,,
World,-638423,190.17773360051,,,,,,,,,,,,,,,,,
World,-637469,188.847736407423,,,,,,,,,,,,,,,,,
World,-635765,195.33150117951,,,,,,,,,,,,,,,,,
World,-634573,194.002589920336,,,,,,,,,,,,,,,,,
World,-633060,194.859365881373,,,,,,,,,,,,,,,,,
World,-632932,195.949891532267,,,,,,,,,,,,,,,,,
World,-632129,193.097899935363,,,,,,,,,,,,,,,,,
World,-630408,196.499172796739,,,,,,,,,,,,,,,,,
World,-629577,200.457069328341,,,,,,,,,,,,,,,,,
World,-627917,200.777345540856,,,,,,,,,,,,,,,,,
World,-627821,205.265821829759,,,,,,,,,,,,,,,,,
World,-627191,199.524164620219,,,,,,,,,,,,,,,,,
World,-625881,205.763107285638,,,,,,,,,,,,,,,,,
World,-625020,215.70968264505,,,,,,,,,,,,,,,,,
World,-624098,228.512225351354,,,,,,,,,,,,,,,,,
World,-623449,235.023306472378,,,,,,,,,,,,,,,,,
World,-622548,237.928507013624,,,,,,,,,,,,,,,,,
World,-621106,239.192308834676,,,,,,,,,,,,,,,,,
World,-621002,243.885452467564,,,,,,,,,,,,,,,,,
World,-619702,243.530683586386,,,,,,,,,,,,,,,,,
World,-618335,245.886587872481,,,,,,,,,,,,,,,,,
World,-617005,248.288933397249,,,,,,,,,,,,,,,,,
World,-615661,252.639444862177,,,,,,,,,,,,,,,,,
World,-614408,252.729800513971,,,,,,,,,,,,,,,,,
World,-614350,252.898258418109,,,,,,,,,,,,,,,,,
World,-613192,252.747974773893,,,,,,,,,,,,,,,,,
World,-611994,256.193578648728,,,,,,,,,,,,,,,,,
World,-610813,258.13797445364,,,,,,,,,,,,,,,,,
World,-609652,259.684709179492,,,,,,,,,,,,,,,,,
World,-609602,257.815101383755,,,,,,,,,,,,,,,,,
World,-608481,257.744867742233,,,,,,,,,,,,,,,,,
World,-607298,259.22379791894,,,,,,,,,,,,,,,,,
World,-606030,254.578325469381,,,,,,,,,,,,,,,,,
World,-604677,248.480185005068,,,,,,,,,,,,,,,,,
World,-603354,244.532251617005,,,,,,,,,,,,,,,,,
World,-602000,239.14012591459,,,,,,,,,,,,,,,,,
World,-600652,237.858281231475,,,,,,,,,,,,,,,,,
World,-599306,232.454789227917,,,,,,,,,,,,,,,,,
World,-597866,229.381480518619,,,,,,,,,,,,,,,,,
World,-597269,225.97166266475,,,,,,,,,,,,,,,,,
World,-596381,219.022280338829,,,,,,,,,,,,,,,,,
World,-595855,216.273097097134,,,,,,,,,,,,,,,,,
World,-594842,216.441011569862,,,,,,,,,,,,,,,,,
World,-594273,221.2172428733,,,,,,,,,,,,,,,,,
World,-593487,232.917955666973,,,,,,,,,,,,,,,,,
World,-592915,237.977214619864,,,,,,,,,,,,,,,,,
World,-592098,238.147593612543,,,,,,,,,,,,,,,,,
World,-591612,233.163218895388,,,,,,,,,,,,,,,,,
World,-590837,229.38667009211,,,,,,,,,,,,,,,,,
World,-590434,225.678803565834,,,,,,,,,,,,,,,,,
World,-589070,237.3775124031,,,,,,,,,,,,,,,,,
World,-588540,243.555302582773,,,,,,,,,,,,,,,,,
World,-588091,248.104642365779,,,,,,,,,,,,,,,,,
World,-587476,250.204564642228,,,,,,,,,,,,,,,,,
World,-586992,246.346029043872,,,,,,,,,,,,,,,,,
World,-586330,238.784115853462,,,,,,,,,,,,,,,,,
World,-585940,234.400929071928,,,,,,,,,,,,,,,,,
World,-585223,225.992931076514,,,,,,,,,,,,,,,,,
World,-584772,223.957632772504,,,,,,,,,,,,,,,,,
World,-582010,210.639017833505,,,,,,,,,,,,,,,,,
World,-581625,206.681252541077,,,,,,,,,,,,,,,,,
World,-580887,209.883417820489,,,,,,,,,,,,,,,,,
World,-580506,215.445866512274,,,,,,,,,,,,,,,,,
World,-579979,219.412658060175,,,,,,,,,,,,,,,,,
World,-579598,225.207040234667,,,,,,,,,,,,,,,,,
World,-579170,230.255389076985,,,,,,,,,,,,,,,,,
World,-578865,236.170219561607,,,,,,,,,,,,,,,,,
World,-578453,243.807139815668,,,,,,,,,,,,,,,,,
World,-578262,244.139783257478,,,,,,,,,,,,,,,,,
World,-577884,251.473023092671,,,,,,,,,,,,,,,,,
World,-577332,252.923404851616,,,,,,,,,,,,,,,,,
World,-576793,249.05686897854,,,,,,,,,,,,,,,,,
World,-576247,251.079276352218,,,,,,,,,,,,,,,,,
World,-575705,251.341725346752,,,,,,,,,,,,,,,,,
World,-575166,251.296576677146,,,,,,,,,,,,,,,,,
World,-574650,252.897353640959,,,,,,,,,,,,,,,,,
World,-574164,252.543697553062,,,,,,,,,,,,,,,,,
World,-573706,248.86392196978,,,,,,,,,,,,,,,,,
World,-573285,252.080026674196,,,,,,,,,,,,,,,,,
World,-572857,251.861504766541,,,,,,,,,,,,,,,,,
World,-572416,251.766600814498,,,,,,,,,,,,,,,,,
World,-571964,248.720780398448,,,,,,,,,,,,,,,,,
World,-571527,249.186181388577,,,,,,,,,,,,,,,,,
World,-571105,247.656972489744,,,,,,,,,,,,,,,,,
World,-570721,246.30955184938,,,,,,,,,,,,,,,,,
World,-570366,250.300996168134,,,,,,,,,,,,,,,,,
World,-570026,251.6,,,,,,,,,,,,,,,,,
World,-569684,249.6,,,,,,,,,,,,,,,,,
World,-569312,251.8,,,,,,,,,,,,,,,,,
World,-568913,251.8,,,,,,,,,,,,,,,,,
World,-568514,251.3,,,,,,,,,,,,,,,,,
World,-568118,250,,,,,,,,,,,,,,,,,
World,-567735,251.3,,,,,,,,,,,,,,,,,
World,-567366,250.2,,,,,,,,,,,,,,,,,
World,-566981,253,,,,,,,,,,,,,,,,,
World,-566585,252.8,,,,,,,,,,,,,,,,,
World,-566255,253.9,,,,,,,,,,,,,,,,,
World,-565936,253.2,,,,,,,,,,,,,,,,,
World,-565600,254.5,,,,,,,,,,,,,,,,,
World,-565290,253.9,,,,,,,,,,,,,,,,,
World,-564969,254.3,,,,,,,,,,,,,,,,,
World,-564640,253.7,,,,,,,,,,,,,,,,,
World,-564296,251.4,,,,,,,,,,,,,,,,,
World,-563947,252.6,,,,,,,,,,,,,,,,,
World,-563590,252.4,,,,,,,,,,,,,,,,,
World,-563185,251.4,,,,,,,,,,,,,,,,,
World,-562775,247.6,,,,,,,,,,,,,,,,,
World,-562362,245.8,,,,,,,,,,,,,,,,,
World,-561979,245.7,,,,,,,,,,,,,,,,,
World,-561587,242.3,,,,,,,,,,,,,,,,,
World,-561186,240.1,,,,,,,,,,,,,,,,,
World,-560707,234.1,,,,,,,,,,,,,,,,,
World,-560361,234.6,,,,,,,,,,,,,,,,,
World,-559939,231.9,,,,,,,,,,,,,,,,,
World,-559502,231.6,,,,,,,,,,,,,,,,,
World,-559017,228.3,,,,,,,,,,,,,,,,,
World,-558488,230.3,,,,,,,,,,,,,,,,,
World,-557924,230.2,,,,,,,,,,,,,,,,,
World,-557688,229.7,,,,,,,,,,,,,,,,,
World,-557367,234.5,,,,,,,,,,,,,,,,,
World,-556829,238.1,,,,,,,,,,,,,,,,,
World,-556357,240.4,,,,,,,,,,,,,,,,,
World,-556206,245.6,,,,,,,,,,,,,,,,,
World,-555889,250.5,,,,,,,,,,,,,,,,,
World,-555708,244,,,,,,,,,,,,,,,,,
World,-555436,249.1,,,,,,,,,,,,,,,,,
World,-555250,243,,,,,,,,,,,,,,,,,
World,-554974,241,,,,,,,,,,,,,,,,,
World,-554458,233.9,,,,,,,,,,,,,,,,,
World,-553893,226.7,,,,,,,,,,,,,,,,,
World,-553209,224.3,,,,,,,,,,,,,,,,,
World,-552531,223.6,,,,,,,,,,,,,,,,,
World,-551860,220.3,,,,,,,,,,,,,,,,,
World,-551670,222.1,,,,,,,,,,,,,,,,,
World,-551297,226.3,,,,,,,,,,,,,,,,,
World,-551072,222.3,,,,,,,,,,,,,,,,,
World,-550733,221.7,,,,,,,,,,,,,,,,,
World,-550162,219.9,,,,,,,,,,,,,,,,,
World,-549432,215.2,,,,,,,,,,,,,,,,,
World,-548634,213.6,,,,,,,,,,,,,,,,,
World,-548282,208.8,,,,,,,,,,,,,,,,,
World,-547771,202.5,,,,,,,,,,,,,,,,,
World,-546822,204.6,,,,,,,,,,,,,,,,,
World,-545858,209.7,,,,,,,,,,,,,,,,,
World,-544881,209.6,,,,,,,,,,,,,,,,,
World,-543916,210.3,,,,,,,,,,,,,,,,,
World,-542937,208.1,,,,,,,,,,,,,,,,,
World,-541896,203.6,,,,,,,,,,,,,,,,,
World,-540791,205,,,,,,,,,,,,,,,,,
World,-539705,211.2,,,,,,,,,,,,,,,,,
World,-538635,212.9,,,,,,,,,,,,,,,,,
World,-537565,206.4,,,,,,,,,,,,,,,,,
World,-536492,205,,,,,,,,,,,,,,,,,
World,-535385,199.4,,,,,,,,,,,,,,,,,
World,-534229,199.8,,,,,,,,,,,,,,,,,
World,-533746,190.5,,,,,,,,,,,,,,,,,
World,-533095,193.8,,,,,,,,,,,,,,,,,
World,-532719,195.1,,,,,,,,,,,,,,,,,
World,-531983,200,,,,,,,,,,,,,,,,,
World,-531605,204.4,,,,,,,,,,,,,,,,,
World,-531039,211.4,,,,,,,,,,,,,,,,,
World,-530644,214.5,,,,,,,,,,,,,,,,,
World,-530130,220.7,,,,,,,,,,,,,,,,,
World,-529252,220.3,,,,,,,,,,,,,,,,,
World,-528342,221.2,,,,,,,,,,,,,,,,,
World,-527454,222.7,,,,,,,,,,,,,,,,,
World,-526568,224.7,,,,,,,,,,,,,,,,,
World,-525750,227.8,,,,,,,,,,,,,,,,,
World,-524947,230.3,,,,,,,,,,,,,,,,,
World,-524158,233.7,,,,,,,,,,,,,,,,,
World,-523388,235.8,,,,,,,,,,,,,,,,,
World,-522622,236.8,,,,,,,,,,,,,,,,,
World,-521853,241.9,,,,,,,,,,,,,,,,,
World,-519625,243.5,,,,,,,,,,,,,,,,,
World,-518873,245.5,,,,,,,,,,,,,,,,,
World,-518124,247.7,,,,,,,,,,,,,,,,,
World,-517380,245.3,,,,,,,,,,,,,,,,,
World,-516651,245.5,,,,,,,,,,,,,,,,,
World,-515927,246.2,,,,,,,,,,,,,,,,,
World,-515206,247.2,,,,,,,,,,,,,,,,,
World,-514472,243,,,,,,,,,,,,,,,,,
World,-513702,241.5,,,,,,,,,,,,,,,,,
World,-512899,239.2,,,,,,,,,,,,,,,,,
World,-512084,238.2,,,,,,,,,,,,,,,,,
World,-511256,242,,,,,,,,,,,,,,,,,
World,-510415,235.2,,,,,,,,,,,,,,,,,
World,-509563,236.4,,,,,,,,,,,,,,,,,
World,-508703,233.4,,,,,,,,,,,,,,,,,
World,-507836,240.3,,,,,,,,,,,,,,,,,
World,-506992,237,,,,,,,,,,,,,,,,,
World,-506169,238.2,,,,,,,,,,,,,,,,,
World,-505363,236,,,,,,,,,,,,,,,,,
World,-504535,235.5,,,,,,,,,,,,,,,,,
World,-503735,233.9,,,,,,,,,,,,,,,,,
World,-502963,234.1,,,,,,,,,,,,,,,,,
World,-502228,232.2,,,,,,,,,,,,,,,,,
World,-501470,232,,,,,,,,,,,,,,,,,
World,-500689,231.2,,,,,,,,,,,,,,,,,
World,-499912,230.8,,,,,,,,,,,,,,,,,
World,-499135,228.2,,,,,,,,,,,,,,,,,
World,-498356,230.8,,,,,,,,,,,,,,,,,
World,-497578,230.6,,,,,,,,,,,,,,,,,
World,-496788,232.8,,,,,,,,,,,,,,,,,
World,-496017,236.5,,,,,,,,,,,,,,,,,
World,-495239,236.4,,,,,,,,,,,,,,,,,
World,-494495,237.6,,,,,,,,,,,,,,,,,
World,-493777,238.5,,,,,,,,,,,,,,,,,
World,-493075,238.3,,,,,,,,,,,,,,,,,
World,-492351,239.1,,,,,,,,,,,,,,,,,
World,-491644,239.7,,,,,,,,,,,,,,,,,
World,-490915,243.7,,,,,,,,,,,,,,,,,
World,-490206,246.7,,,,,,,,,,,,,,,,,
World,-489502,243.3,,,,,,,,,,,,,,,,,
World,-488785,242.6,,,,,,,,,,,,,,,,,
World,-488546,249.3,,,,,,,,,,,,,,,,,
World,-488077,252.8,,,,,,,,,,,,,,,,,
World,-487771,240.9,,,,,,,,,,,,,,,,,
World,-487353,242,,,,,,,,,,,,,,,,,
World,-486616,237.1,,,,,,,,,,,,,,,,,
World,-485899,231.3,,,,,,,,,,,,,,,,,
World,-485180,232.9,,,,,,,,,,,,,,,,,
World,-484450,233,,,,,,,,,,,,,,,,,
World,-483719,231.2,,,,,,,,,,,,,,,,,
World,-482987,231.4,,,,,,,,,,,,,,,,,
World,-482231,231.4,,,,,,,,,,,,,,,,,
World,-481446,227.3,,,,,,,,,,,,,,,,,
World,-480632,223.4,,,,,,,,,,,,,,,,,
World,-479714,223.8,,,,,,,,,,,,,,,,,
World,-478778,218.8,,,,,,,,,,,,,,,,,
World,-478379,220.8,,,,,,,,,,,,,,,,,
World,-477827,231.3,,,,,,,,,,,,,,,,,
World,-477454,236.5,,,,,,,,,,,,,,,,,
World,-476943,239.1,,,,,,,,,,,,,,,,,
World,-475992,236.6,,,,,,,,,,,,,,,,,
World,-475001,232.8,,,,,,,,,,,,,,,,,
World,-473976,233.1,,,,,,,,,,,,,,,,,
World,-473025,241.2,,,,,,,,,,,,,,,,,
World,-472143,245.6,,,,,,,,,,,,,,,,,
World,-471852,243.9,,,,,,,,,,,,,,,,,
World,-471269,243.7,,,,,,,,,,,,,,,,,
World,-470914,232.7,,,,,,,,,,,,,,,,,
World,-470314,229.2,,,,,,,,,,,,,,,,,
World,-469876,218.7,,,,,,,,,,,,,,,,,
World,-469252,215.5,,,,,,,,,,,,,,,,,
World,-468777,206.5,,,,,,,,,,,,,,,,,
World,-468091,205.5,,,,,,,,,,,,,,,,,
World,-466929,203.4,,,,,,,,,,,,,,,,,
World,-465758,204.4,,,,,,,,,,,,,,,,,
World,-464683,208.1,,,,,,,,,,,,,,,,,
World,-463653,210,,,,,,,,,,,,,,,,,
World,-463316,205.2,,,,,,,,,,,,,,,,,
World,-462650,199.9,,,,,,,,,,,,,,,,,
World,-461578,194.4,,,,,,,,,,,,,,,,,
World,-460465,190.7,,,,,,,,,,,,,,,,,
World,-459337,195.5,,,,,,,,,,,,,,,,,
World,-458303,202.4,,,,,,,,,,,,,,,,,
World,-457263,208.3,,,,,,,,,,,,,,,,,
World,-456845,203.3,,,,,,,,,,,,,,,,,
World,-456259,204.3,,,,,,,,,,,,,,,,,
World,-455796,199.1,,,,,,,,,,,,,,,,,
World,-455165,192.5,,,,,,,,,,,,,,,,,
World,-454053,193.3,,,,,,,,,,,,,,,,,
World,-452915,198.4,,,,,,,,,,,,,,,,,
World,-451827,201.9,,,,,,,,,,,,,,,,,
World,-450787,204.9,,,,,,,,,,,,,,,,,
World,-449798,201.2,,,,,,,,,,,,,,,,,
World,-448694,201.7,,,,,,,,,,,,,,,,,
World,-447622,208.1,,,,,,,,,,,,,,,,,
World,-446510,203.5,,,,,,,,,,,,,,,,,
World,-445270,201.1,,,,,,,,,,,,,,,,,
World,-443383,199.1,,,,,,,,,,,,,,,,,
World,-441896,202,,,,,,,,,,,,,,,,,
World,-440282,201.3,,,,,,,,,,,,,,,,,
World,-438711,201.7,,,,,,,,,,,,,,,,,
World,-437114,200.3,,,,,,,,,,,,,,,,,
World,-435536,207.5,,,,,,,,,,,,,,,,,
World,-433991,209.8,,,,,,,,,,,,,,,,,
World,-432430,207.6,,,,,,,,,,,,,,,,,
World,-431901,211.5,,,,,,,,,,,,,,,,,
World,-430230,227.2,,,,,,,,,,,,,,,,,
World,-429075,219.7,,,,,,,,,,,,,,,,,
World,-427229,242.5,,,,,,,,,,,,,,,,,
World,-426891,248.2,,,,,,,,,,,,,,,,,
World,-425992,252.1,,,,,,,,,,,,,,,,,
World,-425206,255.3,,,,,,,,,,,,,,,,,
World,-424673,265.4,,,,,,,,,,,,,,,,,
World,-424288,270,,,,,,,,,,,,,,,,,
World,-423792,270.8,,,,,,,,,,,,,,,,,
World,-423183,268.3,,,,,,,,,,,,,,,,,
World,-422559,267.7,,,,,,,,,,,,,,,,,
World,-421276,270.6,,,,,,,,,,,,,,,,,
World,-420584,266.4,,,,,,,,,,,,,,,,,
World,-419963,268.6,,,,,,,,,,,,,,,,,
World,-418753,273.8,,,,,,,,,,,,,,,,,
World,-418185,271.2,,,,,,,,,,,,,,,,,
World,-417627,273.7,,,,,,,,,,,,,,,,,
World,-416556,274.6,,,,,,,,,,,,,,,,,
World,-416008,271.8,,,,,,,,,,,,,,,,,
World,-415491,273.4,,,,,,,,,,,,,,,,,
World,-414476,271.7,,,,,,,,,,,,,,,,,
World,-413997,276.4,,,,,,,,,,,,,,,,,
World,-413231,271.6,,,,,,,,,,,,,,,,,
World,-412262,264.9,,,,,,,,,,,,,,,,,
World,-411310,274.9,,,,,,,,,,,,,,,,,
World,-409399,283.5,,,,,,,,,,,,,,,,,
World,-408505,282.6,,,,,,,,,,,,,,,,,
World,-407649,274.7,,,,,,,,,,,,,,,,,
World,-406870,284.5,,,,,,,,,,,,,,,,,
World,-405333,285.6,,,,,,,,,,,,,,,,,
World,-404594,279.6,,,,,,,,,,,,,,,,,
World,-403114,280.5,,,,,,,,,,,,,,,,,
World,-402364,276.5,,,,,,,,,,,,,,,,,
World,-400911,275.7,,,,,,,,,,,,,,,,,
World,-400192,283.1,,,,,,,,,,,,,,,,,
World,-398761,283.2,,,,,,,,,,,,,,,,,
World,-397977,277.1,,,,,,,,,,,,,,,,,
World,-396326,276.3,,,,,,,,,,,,,,,,,
World,-392957,260.7,,,,,,,,,,,,,,,,,
World,-392055,273.6,,,,,,,,,,,,,,,,,
World,-391028,259.5,,,,,,,,,,,,,,,,,
World,-390338,258.1,,,,,,,,,,,,,,,,,
World,-387461,245.8,,,,,,,,,,,,,,,,,
World,-385876,246.8,,,,,,,,,,,,,,,,,
World,-384335,239.1,,,,,,,,,,,,,,,,,
World,-382608,240,,,,,,,,,,,,,,,,,
World,-380982,227,,,,,,,,,,,,,,,,,
World,-376811,229.6,,,,,,,,,,,,,,,,,
World,-375086,224.6,,,,,,,,,,,,,,,,,
World,-373256,214.7,,,,,,,,,,,,,,,,,
World,-371509,199.9,,,,,,,,,,,,,,,,,
World,-369437,201.9,,,,,,,,,,,,,,,,,
World,-366117,206.3,,,,,,,,,,,,,,,,,
World,-363241,201.2,,,,,,,,,,,,,,,,,
World,-360619,185.8,,,,,,,,,,,,,,,,,
World,-358735,186.1,,,,,,,,,,,,,,,,,
World,-357061,193,,,,,,,,,,,,,,,,,
World,-353869,209.2,,,,,,,,,,,,,,,,,
World,-352464,209.4,,,,,,,,,,,,,,,,,
World,-351226,216.2,,,,,,,,,,,,,,,,,
World,-349727,221.1,,,,,,,,,,,,,,,,,
World,-347190,220.3,,,,,,,,,,,,,,,,,
World,-345596,211.9,,,,,,,,,,,,,,,,,
World,-344372,204.8,,,,,,,,,,,,,,,,,
World,-343052,205.2,,,,,,,,,,,,,,,,,
World,-341975,200.7,,,,,,,,,,,,,,,,,
World,-340843,250.1,,,,,,,,,,,,,,,,,
World,-338786,234.2,,,,,,,,,,,,,,,,,
World,-338035,239.6,,,,,,,,,,,,,,,,,
World,-337042,241.9,,,,,,,,,,,,,,,,,
World,-336265,255.7,,,,,,,,,,,,,,,,,
World,-335568,270.5,,,,,,,,,,,,,,,,,
World,-334919,278.6,,,,,,,,,,,,,,,,,
World,-334429,285.8,,,,,,,,,,,,,,,,,
World,-333759,278.1,,,,,,,,,,,,,,,,,
World,-333153,298.6,,,,,,,,,,,,,,,,,
World,-332595,288.4,,,,,,,,,,,,,,,,,
World,-332400,289.1,,,,,,,,,,,,,,,,,
World,-332049,282.4,,,,,,,,,,,,,,,,,
World,-331551,273.1,,,,,,,,,,,,,,,,,
World,-330850,272.6,,,,,,,,,,,,,,,,,
World,-330195,271.7,,,,,,,,,,,,,,,,,
World,-329345,265,,,,,,,,,,,,,,,,,
World,-328104,275.1,,,,,,,,,,,,,,,,,
World,-327465,271.9,,,,,,,,,,,,,,,,,
World,-326822,270.1,,,,,,,,,,,,,,,,,
World,-326138,266.1,,,,,,,,,,,,,,,,,
World,-325487,264,,,,,,,,,,,,,,,,,
World,-324642,266.2,,,,,,,,,,,,,,,,,
World,-323874,260.5,,,,,,,,,,,,,,,,,
World,-323058,260.3,,,,,,,,,,,,,,,,,
World,-322218,260.4,,,,,,,,,,,,,,,,,
World,-321434,257.2,,,,,,,,,,,,,,,,,
World,-319868,249.2,,,,,,,,,,,,,,,,,
World,-318967,255.8,,,,,,,,,,,,,,,,,
World,-317881,233.4,,,,,,,,,,,,,,,,,
World,-316904,245.2,,,,,,,,,,,,,,,,,
World,-315984,251.6,,,,,,,,,,,,,,,,,
World,-315201,272.6,,,,,,,,,,,,,,,,,
World,-314502,246.8,,,,,,,,,,,,,,,,,
World,-313709,257.1,,,,,,,,,,,,,,,,,
World,-312887,256.7,,,,,,,,,,,,,,,,,
World,-312103,251.6,,,,,,,,,,,,,,,,,
World,-311394,241.9,,,,,,,,,,,,,,,,,
World,-310644,239,,,,,,,,,,,,,,,,,
World,-309721,237.8,,,,,,,,,,,,,,,,,
World,-308827,233.2,,,,,,,,,,,,,,,,,
World,-308062,226.2,,,,,,,,,,,,,,,,,
World,-307475,227.8,,,,,,,,,,,,,,,,,
World,-306377,225.8,,,,,,,,,,,,,,,,,
World,-305514,244.8,,,,,,,,,,,,,,,,,
World,-304632,248.6,,,,,,,,,,,,,,,,,
World,-303829,250.2,,,,,,,,,,,,,,,,,
World,-303151,240.7,,,,,,,,,,,,,,,,,
World,-302152,240.2,,,,,,,,,,,,,,,,,
World,-301167,236,,,,,,,,,,,,,,,,,
World,-300135,239,,,,,,,,,,,,,,,,,
World,-299077,236.1,,,,,,,,,,,,,,,,,
World,-298167,231,,,,,,,,,,,,,,,,,
World,-297427,224.4,,,,,,,,,,,,,,,,,
World,-296756,217.1,,,,,,,,,,,,,,,,,
World,-294880,213.1,,,,,,,,,,,,,,,,,
World,-293415,212.7,,,,,,,,,,,,,,,,,
World,-292506,206.7,,,,,,,,,,,,,,,,,
World,-291702,206,,,,,,,,,,,,,,,,,
World,-290869,207.6,,,,,,,,,,,,,,,,,
World,-289614,217.1,,,,,,,,,,,,,,,,,
World,-288915,220.4,,,,,,,,,,,,,,,,,
World,-288235,234.9,,,,,,,,,,,,,,,,,
World,-286337,231,,,,,,,,,,,,,,,,,
World,-285871,230.4,,,,,,,,,,,,,,,,,
World,-285495,231.4,,,,,,,,,,,,,,,,,
World,-284661,226.4,,,,,,,,,,,,,,,,,
World,-283982,228,,,,,,,,,,,,,,,,,
World,-282486,231.3,,,,,,,,,,,,,,,,,
World,-280644,223.7,,,,,,,,,,,,,,,,,
World,-279452,215.3,,,,,,,,,,,,,,,,,
World,-278610,211,,,,,,,,,,,,,,,,,
World,-277670,204.5,,,,,,,,,,,,,,,,,
World,-276642,202.2,,,,,,,,,,,,,,,,,
World,-275494,193.2,,,,,,,,,,,,,,,,,
World,-274309,198.4,,,,,,,,,,,,,,,,,
World,-273206,194.1,,,,,,,,,,,,,,,,,
World,-272215,193.9,,,,,,,,,,,,,,,,,
World,-271217,190.4,,,,,,,,,,,,,,,,,
World,-270201,184.7,,,,,,,,,,,,,,,,,
World,-269087,198.8,,,,,,,,,,,,,,,,,
World,-267991,194.2,,,,,,,,,,,,,,,,,
World,-267047,187.2,,,,,,,,,,,,,,,,,
World,-266309,188.7,,,,,,,,,,,,,,,,,
World,-265058,211.7,,,,,,,,,,,,,,,,,
World,-264185,199.9,,,,,,,,,,,,,,,,,
World,-262635,228.1,,,,,,,,,,,,,,,,,
World,-260868,214.6,,,,,,,,,,,,,,,,,
World,-260106,208.9,,,,,,,,,,,,,,,,,
World,-259345,205.7,,,,,,,,,,,,,,,,,
World,-258945,209.6,,,,,,,,,,,,,,,,,
World,-257448,203.9,,,,,,,,,,,,,,,,,
World,-255959,204,,,,,,,,,,,,,,,,,
World,-255112,201.9,,,,,,,,,,,,,,,,,
World,-254350,199,,,,,,,,,,,,,,,,,
World,-252638,195.4,,,,,,,,,,,,,,,,,
World,-251808,196.7,,,,,,,,,,,,,,,,,
World,-251005,195.4,,,,,,,,,,,,,,,,,
World,-250183,213.9,,,,,,,,,,,,,,,,,
World,-249442,200.2,,,,,,,,,,,,,,,,,
World,-247151,214.7,,,,,,,,,,,,,,,,,
World,-244921,219.4,,,,,,,,,,,,,,,,,
World,-244240,230.4,,,,,,,,,,,,,,,,,
World,-243615,236.7,,,,,,,,,,,,,,,,,
World,-243108,249.9,,,,,,,,,,,,,,,,,
World,-242633,252.3,,,,,,,,,,,,,,,,,
World,-242173,263.7,,,,,,,,,,,,,,,,,
World,-241190,280.2,,,,,,,,,,,,,,,,,
World,-240736,279,,,,,,,,,,,,,,,,,
World,-239906,263.2,,,,,,,,,,,,,,,,,
World,-239384,259.7,,,,,,,,,,,,,,,,,
World,-238241,252.8,,,,,,,,,,,,,,,,,
World,-237790,247.4,,,,,,,,,,,,,,,,,
World,-237438,245.8,,,,,,,,,,,,,,,,,
World,-237059,245.6,,,,,,,,,,,,,,,,,
World,-236476,239.1,,,,,,,,,,,,,,,,,
World,-235957,243.1,,,,,,,,,,,,,,,,,
World,-235443,247.4,,,,,,,,,,,,,,,,,
World,-234902,241.4,,,,,,,,,,,,,,,,,
World,-234477,252.1,,,,,,,,,,,,,,,,,
World,-234042,245.2,,,,,,,,,,,,,,,,,
World,-230907,241.6,,,,,,,,,,,,,,,,,
World,-230243,233.9,,,,,,,,,,,,,,,,,
World,-229181,232.4,,,,,,,,,,,,,,,,,
World,-227623,224.5,,,,,,,,,,,,,,,,,
World,-226818,233.1,,,,,,,,,,,,,,,,,
World,-226490,234.5,,,,,,,,,,,,,,,,,
World,-225771,235.5,,,,,,,,,,,,,,,,,
World,-224901,215.7,,,,,,,,,,,,,,,,,
World,-224311,203.3,,,,,,,,,,,,,,,,,
World,-222323,205.6,,,,,,,,,,,,,,,,,
World,-221180,208.8,,,,,,,,,,,,,,,,,
World,-220591,207.1,,,,,,,,,,,,,,,,,
